Stop,Line,Arrival,Arrival_predicted,Departure
Bern,IC61,2022-05-30T22:52:00,2022-05-30T22:52:44,
Basel SBB,IR36,2022-05-30T08:24:00,2022-05-30T08:22:03,
Basel SBB,IR36,2022-05-30T10:24:00,2022-05-30T10:23:42,
Basel SBB,IR36,,,2022-05-30T09:37:00
Basel SBB,IR36,2022-05-30T12:24:00,2022-05-30T12:23:51,
Basel SBB,IR36,2022-05-30T17:24:00,2022-05-30T17:22:17,
Basel SBB,ICE,2022-05-30T19:57:00,2022-05-30T19:55:51,
Bern,EC,2022-05-30T18:24:00,2022-05-30T18:49:28,2022-05-30T18:36:00
Bern,EC,2022-05-30T21:24:00,2022-05-30T21:25:52,2022-05-30T21:36:00
Basel SBB,EC,,,2022-05-30T17:25:00
Basel SBB,ICE,,,2022-05-30T17:02:00
Basel SBB,ICE,,,2022-05-30T19:02:00
Bern,IC61,2022-05-30T14:26:00,2022-05-30T14:26:18,2022-05-30T14:34:00
Basel SBB,IC61,2022-05-30T16:35:00,2022-05-30T16:34:45,
Basel SBB,IC6,2022-05-30T17:35:00,2022-05-30T17:33:22,
Basel SBB,IC6,,,2022-05-30T16:25:00
Basel SBB,IC6,,,2022-05-30T21:25:00
Basel SBB,TGV,2022-05-30T10:30:00,2022-05-30T10:29:55,
Basel SBB,TGV,,,2022-05-30T13:30:00
Basel SBB,TGV,,,2022-05-30T21:30:00
Basel SBB,IC3,2022-05-30T21:57:00,2022-05-30T21:57:59,
Basel SBB,ICE,2022-05-30T17:57:00,2022-05-30T17:57:19,
Basel SBB,ICE,,,2022-05-30T11:55:00
Bern,ICE,2022-05-30T12:56:00,2022-05-30T13:35:41,2022-05-30T13:04:00
Basel SBB,ICE,2022-05-30T08:02:00,2022-05-30T08:03:58,
Bern,ICE,2022-05-30T15:52:00,2022-05-30T15:53:11,2022-05-30T16:04:00
Basel SBB,IC3,,,2022-05-30T07:30:00
Basel SBB,IC3,2022-05-30T17:30:00,2022-05-30T17:28:58,
Basel SBB,IC3,,,2022-05-30T18:30:00
Basel SBB,IC3,,,2022-05-30T20:30:00
Bern,IC6,2022-05-30T08:24:00,,2022-05-30T08:36:00
Basel SBB,IC6,2022-05-30T09:32:00,,
Bern,IC61,2022-05-30T10:26:00,,2022-05-30T10:34:00
Basel SBB,IC6,2022-05-30T13:32:00,,
Basel SBB,ICE,2022-05-30T16:47:00,2022-05-30T16:57:00,
Basel SBB,IC61,2022-05-30T14:32:00,,
Basel SBB,IC61,,,2022-05-30T13:28:00
Bern,IC61,2022-05-30T14:26:00,,2022-05-30T14:34:00
Basel SBB,IC6,2022-05-30T17:32:00,,
Basel SBB,IC3,2022-05-30T09:57:00,2022-05-30T09:56:52,
Bern,IC61,2022-05-30T16:26:00,,2022-05-30T16:34:00
Basel SBB,IC3,,,2022-05-30T12:02:00
Basel SBB,IC6,,,2022-05-30T16:28:00
Bern,IC61,2022-05-30T19:24:00,,2022-05-30T19:36:00
Basel SBB,IC6,,,2022-05-30T20:28:00
Basel SBB,IC6,,,2022-05-30T21:28:00
Bern,IC61,2022-05-30T06:56:00,2022-05-30T06:56:59,2022-05-30T07:04:00
Bern,IC6,,,2022-05-30T23:36:00
Bern,IC61,2022-05-30T09:56:00,2022-05-30T09:58:07,2022-05-30T10:04:00
Bern,IC61,2022-05-30T10:56:00,2022-05-30T10:56:40,2022-05-30T11:04:00
Basel SBB,IC61,,,2022-05-30T10:55:00
Bern,IC61,2022-05-30T23:26:00,,2022-05-30T23:39:00
Basel SBB,IC61,2022-05-30T15:02:00,2022-05-30T15:01:26,
Basel SBB,IC61,2022-05-30T16:02:00,2022-05-30T16:03:09,
Bern,IC61,2022-05-30T17:52:00,2022-05-30T17:56:59,2022-05-30T18:04:00
Bern,IC61,2022-05-30T21:56:00,2022-05-30T21:59:21,2022-05-30T22:07:00
Basel SBB,S1,,,2022-05-30T06:19:00
Basel SBB,S1,,,2022-05-30T13:19:00
Basel SBB,S1,,,2022-05-30T15:19:00
Basel SBB,S1,,,2022-05-30T19:19:00
Basel SBB,S1,,,2022-05-30T22:19:00
Lausanne,IC5,2022-05-30T07:45:00,2022-05-30T07:44:29,
Lausanne,IC5,,,2022-05-30T10:15:00
Lausanne,IC5,2022-05-30T15:45:00,2022-05-30T15:51:38,
Lausanne,IC5,,,2022-05-30T15:15:00
Lausanne,IC5,2022-05-30T20:45:00,2022-05-30T20:45:06,
Lausanne,IR,2022-05-30T08:22:00,2022-05-30T08:22:00,
Basel SBB,EC,2022-05-30T12:56:00,,
Lausanne,IR,,,2022-05-30T16:40:00
Basel SBB,IC51,2022-05-30T09:53:00,2022-05-30T09:54:25,
Basel SBB,IC51,2022-05-30T11:53:00,2022-05-30T11:53:17,
Basel SBB,IC51,,,2022-05-30T11:03:00
Basel SBB,IC51,2022-05-30T13:53:00,2022-05-30T13:54:15,
Basel SBB,IC51,2022-05-30T14:53:00,2022-05-30T14:53:37,
Basel SBB,IC51,2022-05-30T16:53:00,2022-05-30T16:54:39,
Basel SBB,IC51,,,2022-05-30T17:03:00
Basel SBB,IC51,2022-05-30T18:53:00,2022-05-30T18:55:21,
Basel SBB,IC51,,,2022-05-30T18:03:00
Basel SBB,IC51,,,2022-05-30T19:03:00
Basel SBB,IC51,2022-05-30T20:53:00,2022-05-30T20:54:14,
Basel SBB,IC51,2022-05-30T22:53:00,2022-05-30T22:53:44,
Lausanne,IR,,,2022-05-30T05:07:00
Basel SBB,S,,2022-05-30T07:12:34,
Lausanne,IR90,2022-05-30T07:39:00,2022-05-30T07:38:09,2022-05-30T07:48:00
Basel SBB,S,,,2022-05-30T16:56:00
Basel SBB,S,2022-05-30T18:01:00,2022-05-30T18:02:59,
Basel SBB,S,,,2022-05-30T16:46:00
Basel SBB,S1,,,2022-05-30T04:20:00
Basel SBB,S1,,,2022-05-30T05:20:00
Lausanne,IR90,2022-05-30T10:39:00,2022-05-30T10:38:34,2022-05-30T10:48:00
Basel SBB,S1,2022-05-30T06:41:00,2022-05-30T06:41:09,
Basel SBB,S1,,,2022-05-30T06:20:00
Basel SBB,S1,2022-05-30T11:41:00,2022-05-30T11:38:23,
Basel SBB,S1,2022-05-30T15:41:00,2022-05-30T15:41:27,
Basel SBB,S1,2022-05-30T16:41:00,2022-05-30T16:41:25,
Basel SBB,S1,,,2022-05-30T16:20:00
Basel SBB,S1,,,2022-05-30T18:20:00
Basel SBB,S1,,,2022-05-30T20:20:00
Basel SBB,S1,2022-05-30T22:41:00,2022-05-30T22:38:48,
Lausanne,IR90,2022-05-30T15:39:00,2022-05-30T15:39:31,2022-05-30T15:48:00
Basel SBB,S1,2022-05-30T13:11:00,2022-05-30T13:11:21,
Lausanne,IR90,2022-05-30T15:12:00,2022-05-30T15:13:58,2022-05-30T15:21:00
Basel SBB,S1,,,2022-05-30T14:50:00
Basel SBB,S1,,,2022-05-30T22:50:00
Lausanne,IR90,2022-05-30T17:12:00,2022-05-30T17:12:50,2022-05-30T17:21:00
Basel SBB,S1,,,2022-05-30T23:50:00
Basel SBB,S3,2022-05-30T05:14:00,2022-05-30T05:13:40,2022-05-30T05:31:00
Basel SBB,S3,2022-05-30T05:50:00,2022-05-30T05:50:20,2022-05-30T06:01:00
Basel SBB,S3,2022-05-30T06:56:00,2022-05-30T06:58:50,2022-05-30T07:06:00
Basel SBB,S3,2022-05-30T11:23:00,2022-05-30T11:21:26,2022-05-30T11:31:00
Basel SBB,S3,2022-05-30T12:23:00,2022-05-30T12:22:37,2022-05-30T12:31:00
Basel SBB,S3,2022-05-30T12:50:00,2022-05-30T12:51:56,2022-05-30T13:01:00
Basel SBB,S3,2022-05-30T13:27:00,2022-05-30T13:27:13,2022-05-30T13:37:00
Basel SBB,S3,2022-05-30T13:50:00,2022-05-30T13:51:29,2022-05-30T14:01:00
Basel SBB,S3,2022-05-30T14:23:00,2022-05-30T14:23:15,2022-05-30T14:31:00
Basel SBB,S3,2022-05-30T16:56:00,2022-05-30T16:58:35,2022-05-30T17:06:00
Basel SBB,S3,2022-05-30T17:27:00,2022-05-30T17:28:42,2022-05-30T17:37:00
Basel SBB,S3,2022-05-30T17:23:00,2022-05-30T17:23:54,2022-05-30T17:31:00
Basel SBB,S3,2022-05-30T17:50:00,2022-05-30T17:52:01,2022-05-30T18:01:00
Basel SBB,S3,2022-05-30T19:23:00,2022-05-30T19:22:10,2022-05-30T19:31:00
Basel SBB,S3,2022-05-30T19:56:00,2022-05-30T19:56:06,2022-05-30T20:06:00
Basel SBB,S3,2022-05-30T20:56:00,2022-05-30T20:56:08,2022-05-30T21:06:00
Basel SBB,S3,2022-05-30T21:23:00,2022-05-30T21:23:27,2022-05-30T21:31:00
Basel SBB,S3,2022-05-30T23:27:00,2022-05-30T23:26:02,2022-05-30T23:42:00
Lausanne,IR90,2022-05-30T07:10:00,2022-05-30T07:11:04,2022-05-30T07:13:00
Lausanne,IR90,2022-05-30T07:47:00,2022-05-30T07:47:41,2022-05-30T07:50:00
Lausanne,IR90,2022-05-30T11:10:00,2022-05-30T11:09:18,2022-05-30T11:13:00
Lausanne,IR90,2022-05-30T12:10:00,2022-05-30T12:10:25,2022-05-30T12:13:00
Lausanne,IR90,2022-05-30T11:47:00,2022-05-30T11:46:03,2022-05-30T11:50:00
Lausanne,IR90,2022-05-30T12:47:00,2022-05-30T12:49:52,2022-05-30T12:50:00
Lausanne,IR90,2022-05-30T15:10:00,2022-05-30T15:28:38,2022-05-30T15:13:00
Lausanne,IR90,2022-05-30T17:47:00,2022-05-30T17:46:21,2022-05-30T17:50:00
Lausanne,IR90,2022-05-30T19:47:00,2022-05-30T19:48:42,2022-05-30T19:50:00
Lausanne,IR90,2022-05-30T22:47:00,2022-05-30T22:49:08,2022-05-30T23:00:00
Lausanne,RE,,,2022-05-30T03:51:00
Lausanne,RE,,,2022-05-30T06:21:00
Lausanne,RE,2022-05-30T09:19:00,2022-05-30T09:20:09,2022-05-30T09:21:00
Lausanne,RE,2022-05-30T09:38:00,2022-05-30T09:38:09,2022-05-30T09:41:00
Lausanne,RE,2022-05-30T11:19:00,2022-05-30T11:18:55,2022-05-30T11:21:00
Lausanne,RE,2022-05-30T12:19:00,2022-05-30T12:18:18,2022-05-30T12:21:00
Lausanne,RE,2022-05-30T16:38:00,2022-05-30T16:36:49,2022-05-30T16:41:00
Lausanne,RE,2022-05-30T19:19:00,2022-05-30T19:16:42,2022-05-30T19:21:00
Lausanne,RE,,,2022-05-30T22:21:00
Lausanne,RE,,,2022-05-31T00:25:00
Lausanne,RE,2022-05-30T07:08:00,2022-05-30T07:08:11,2022-05-30T07:11:00
Lausanne,RE,2022-05-30T12:49:00,2022-05-30T12:46:57,2022-05-30T12:51:00
Lausanne,RE,2022-05-30T14:49:00,2022-05-30T14:46:41,2022-05-30T14:51:00
Lausanne,RE,2022-05-30T18:08:00,2022-05-30T18:08:06,2022-05-30T18:11:00
Lausanne,RE,2022-05-30T23:08:00,2022-05-30T23:07:23,
Basel SBB,IR36,2022-05-30T09:50:00,2022-05-30T09:50:40,
Basel SBB,IR36,,,2022-05-30T14:11:00
Basel SBB,IR36,,,2022-05-30T15:11:00
Basel SBB,IR36,,,2022-05-30T18:11:00
Basel SBB,ICE,2022-05-30T20:47:00,2022-05-30T20:49:26,
Basel SBB,ICE,2022-05-30T22:55:00,2022-05-30T22:58:44,
Basel SBB,ICE,2022-05-31T00:59:00,2022-05-31T01:34:26,
Basel SBB,IR36,,,2022-05-30T04:37:00
Basel SBB,IR36,2022-05-30T20:24:00,2022-05-30T20:22:25,
Bern,IR16,2022-05-30T09:24:00,2022-05-30T09:25:46,
Bern,IR16,,,2022-05-30T09:33:00
Bern,IR16,,,2022-05-30T10:33:00
Bern,IR16,2022-05-30T14:24:00,2022-05-30T14:23:44,
Bern,IR16,2022-05-30T15:24:00,2022-05-30T15:22:51,
Bern,IR16,,,2022-05-30T18:33:00
Basel SBB,IR37,2022-05-30T08:13:00,,
Basel SBB,IR37,2022-05-30T13:13:00,,
Basel SBB,IR37,2022-05-30T15:13:00,,
Basel SBB,IR37,2022-05-30T18:13:00,,
Basel SBB,IR37,,,2022-05-30T17:43:00
Basel SBB,IR37,2022-05-30T22:13:00,,
Basel SBB,IR37,2022-05-30T23:13:00,,
Basel SBB,IR37,2022-05-31T00:13:00,,
Lausanne,S2,2022-05-30T05:59:00,2022-05-30T05:58:31,2022-05-30T06:01:00
Lausanne,S2,2022-05-30T16:59:00,2022-05-30T17:01:13,2022-05-30T17:01:00
Lausanne,S2,2022-05-30T17:59:00,2022-05-30T17:58:43,2022-05-30T18:01:00
Lausanne,S2,2022-05-30T21:59:00,2022-05-30T21:58:26,
Lausanne,S2,,,2022-05-31T00:28:00
Lausanne,S3,2022-05-30T07:32:00,2022-05-30T07:33:54,
Lausanne,S3,,,2022-05-30T07:26:00
Lausanne,S3,,,2022-05-30T09:26:00
Lausanne,S3,,,2022-05-30T11:26:00
Lausanne,S3,2022-05-30T15:32:00,2022-05-30T15:31:38,
Lausanne,S3,,,2022-05-30T15:26:00
Lausanne,S3,2022-05-30T16:32:00,2022-05-30T16:31:40,
Lausanne,S3,,,2022-05-30T17:26:00
Lausanne,S3,,,2022-05-30T18:26:00
Lausanne,S3,,,2022-05-30T19:26:00
Lausanne,S3,2022-05-30T21:32:00,2022-05-30T21:31:29,
Lausanne,S3,2022-05-30T22:32:00,2022-05-30T22:35:07,
Lausanne,S4,2022-05-31T01:18:00,2022-05-31T01:17:07,
Lausanne,S4,2022-05-30T06:02:00,2022-05-30T06:01:24,2022-05-30T06:04:00
Lausanne,S4,2022-05-30T06:55:00,2022-05-30T06:56:51,2022-05-30T06:58:00
Lausanne,S4,2022-05-30T11:02:00,2022-05-30T11:04:35,2022-05-30T11:04:00
Lausanne,S4,2022-05-30T13:02:00,2022-05-30T13:00:13,2022-05-30T13:04:00
Lausanne,S4,,2022-05-30T15:01:12,2022-05-30T15:04:00
Lausanne,S4,2022-05-30T16:02:00,2022-05-30T16:04:05,2022-05-30T16:04:00
Lausanne,S4,2022-05-30T18:02:00,2022-05-30T18:00:47,2022-05-30T18:04:00
Lausanne,S4,2022-05-30T19:02:00,2022-05-30T19:00:36,2022-05-30T19:04:00
Lausanne,S5,,2022-05-30T06:28:00,2022-05-30T06:30:00
Lausanne,S5,2022-05-30T07:28:00,2022-05-30T07:29:47,2022-05-30T07:30:00
Lausanne,S5,2022-05-30T08:28:00,2022-05-30T08:28:42,2022-05-30T08:30:00
Lausanne,S5,2022-05-30T09:28:00,2022-05-30T09:29:06,2022-05-30T09:30:00
Lausanne,S5,2022-05-30T10:28:00,2022-05-30T10:30:03,2022-05-30T10:30:00
Basel SBB,IR27,2022-05-30T06:45:00,,
Lausanne,S5,2022-05-30T18:28:00,2022-05-30T18:29:30,2022-05-30T18:30:00
Lausanne,S5,2022-05-30T20:28:00,2022-05-30T20:27:07,2022-05-30T20:30:00
Basel SBB,IR27,2022-05-30T07:45:00,,
Lausanne,S5,2022-05-30T20:28:00,2022-05-30T20:27:56,2022-05-30T20:30:00
Lausanne,S5,2022-05-31T00:42:00,2022-05-31T00:42:01,2022-05-31T00:50:00
Basel SBB,IR27,2022-05-30T08:47:00,,
Lausanne,S6,,,2022-05-30T05:33:00
Lausanne,S6,,,2022-05-30T07:33:00
Lausanne,S6,,,2022-05-30T08:33:00
Basel SBB,IR27,2022-05-30T10:45:00,,
Lausanne,S6,,,2022-05-30T12:33:00
Lausanne,S6,,,2022-05-30T14:33:00
Lausanne,S6,,,2022-05-30T15:33:00
Bern,EC,2022-05-30T10:24:00,2022-05-30T10:25:00,2022-05-30T10:36:00
Lausanne,S6,,,2022-05-30T21:33:00
Basel SBB,EC,,,2022-05-30T10:25:00
Basel SBB,EC,2022-05-30T19:35:00,2022-05-30T20:00:06,
Basel SBB,ICE,2022-05-30T14:57:00,2022-05-30T14:58:13,
Basel SBB,ICE,,,2022-05-30T13:02:00
Basel SBB,ICE,2022-05-30T10:57:00,2022-05-30T10:56:57,
Basel SBB,IR27,,,
Basel SBB,ICE,2022-05-30T08:57:00,2022-05-30T09:07:01,
Basel SBB,ICE,2022-05-30T06:57:00,,
Basel SBB,ICE,2022-05-30T10:47:00,,
Basel SBB,IR27,,,2022-05-30T13:16:00
Bern,IC6,2022-05-30T08:24:00,2022-05-30T08:24:45,2022-05-30T08:36:00
Bern,IC61,2022-05-30T09:24:00,2022-05-30T09:24:59,2022-05-30T09:36:00
Basel SBB,IC6,,,2022-05-30T08:25:00
Basel SBB,IC61,,,2022-05-30T09:25:00
Basel SBB,IR27,2022-05-30T16:45:00,,
Basel SBB,IC61,,,2022-05-30T15:25:00
Bern,IC61,2022-05-30T17:24:00,2022-05-30T17:23:45,2022-05-30T17:36:00
Basel SBB,IC61,2022-05-30T18:35:00,2022-05-30T18:34:10,
Bern,IC61,2022-05-30T19:26:00,2022-05-30T19:26:14,2022-05-30T19:34:00
Basel SBB,IC6,2022-05-30T21:35:00,2022-05-30T21:32:30,
Basel SBB,IC6,,,2022-05-30T19:25:00
Bern,IC6,2022-05-30T21:26:00,2022-05-30T21:25:55,2022-05-30T21:34:00
Basel SBB,IC6,2022-05-31T00:38:00,2022-05-31T00:37:15,
Basel SBB,IC61,,,2022-05-30T22:25:00
Basel SBB,TGV,,,2022-05-30T10:30:00
Basel SBB,IC3,,,2022-05-30T06:02:00
Basel SBB,ICE,,,2022-05-30T17:55:00
Bern,ICE,2022-05-30T18:56:00,2022-05-30T19:04:18,2022-05-30T19:04:00
Bern,ICE,2022-05-30T20:56:00,2022-05-30T20:56:32,2022-05-30T21:07:00
Basel SBB,ICE,,,2022-05-30T15:13:00
Basel SBB,NJ,2022-05-30T20:57:00,2022-05-30T21:01:04,
Basel SBB,ICE,2022-05-30T14:47:00,2022-05-30T14:55:17,
Bern,IC61,2022-05-30T06:24:00,,2022-05-30T06:36:00
Basel SBB,IR27,2022-05-30T20:45:00,,
Basel SBB,IC61,2022-05-30T07:32:00,,
Basel SBB,IC3,2022-05-30T11:30:00,2022-05-30T11:31:35,
Basel SBB,IC61,2022-05-30T08:32:00,,
Basel SBB,IC3,2022-05-30T20:30:00,2022-05-30T20:30:06,
Basel SBB,ICE,,,2022-05-30T13:13:00
Bern,IC6,2022-05-30T09:26:00,,2022-05-30T09:34:00
Bern,IC6,2022-05-30T16:24:00,,2022-05-30T16:36:00
Lausanne,S9,,,2022-05-30T06:13:00
Basel SBB,IC3,2022-05-30T16:57:00,2022-05-30T17:00:06,
Bern,IC6,2022-05-30T17:26:00,,2022-05-30T17:34:00
Basel SBB,IC61,2022-05-30T20:32:00,,
Basel SBB,IC61,,,2022-05-30T18:28:00
Bern,IC61,2022-05-30T19:26:00,,2022-05-30T19:34:00
Basel SBB,IC6,2022-05-30T21:32:00,,
Bern,IC6,2022-05-30T20:26:00,,2022-05-30T20:34:00
Bern,IC6,2022-05-30T21:26:00,,2022-05-30T21:34:00
Lausanne,S9,2022-05-30T07:48:00,2022-05-30T07:47:59,
Bern,IC6,2022-05-30T22:24:00,2022-05-30T22:24:48,
Bern,IC61,2022-05-30T08:56:00,2022-05-30T08:56:37,
Bern,IC61,,,2022-05-30T09:04:00
Basel SBB,IC61,2022-05-30T13:02:00,2022-05-30T13:02:34,
Basel SBB,IC61,,,2022-05-30T22:28:00
Lausanne,S9,2022-05-30T09:48:00,2022-05-30T09:47:06,
Bern,IC61,2022-05-30T13:56:00,2022-05-30T13:56:52,2022-05-30T14:04:00
Basel SBB,ICE,2022-05-30T23:04:00,2022-05-30T23:16:58,
Lausanne,S9,,,2022-05-30T12:13:00
Basel SBB,IC3,,,2022-05-30T07:06:00
Basel SBB,ICE,2022-05-30T08:47:00,2022-05-30T09:14:56,2022-05-30T09:06:00
Bern,IC,2022-05-30T08:50:00,2022-05-30T08:50:38,
Bern,IC,,,2022-05-30T07:10:00
Basel SBB,S1,,,2022-05-30T05:18:00
Basel SBB,S1,,,2022-05-30T09:19:00
Lausanne,S9,2022-05-30T15:48:00,2022-05-30T15:46:06,
Basel SBB,S1,,,2022-05-30T16:19:00
Lausanne,S9,2022-05-30T17:48:00,2022-05-30T17:45:24,
Lausanne,S9,2022-05-30T21:48:00,2022-05-30T21:47:38,
Lausanne,S9,,,2022-05-30T22:13:00
Lausanne,S9,2022-05-30T23:48:00,2022-05-30T23:53:01,
Lausanne,IR15,,,2022-05-30T04:44:00
Lausanne,IR15,,,2022-05-30T05:44:00
Lausanne,IR15,2022-05-30T06:41:00,2022-05-30T06:40:28,2022-05-30T06:44:00
Bern,IR15,2022-05-30T08:00:00,2022-05-30T08:01:25,2022-05-30T08:04:00
Lausanne,IR15,2022-05-30T09:16:00,2022-05-30T09:20:29,2022-05-30T09:19:00
Lausanne,IR15,2022-05-30T07:41:00,2022-05-30T07:41:53,2022-05-30T07:44:00
Lausanne,IR15,2022-05-30T10:41:00,2022-05-30T10:42:25,2022-05-30T10:44:00
Lausanne,IC5,2022-05-30T12:45:00,2022-05-30T12:45:23,
Lausanne,IR15,2022-05-30T11:41:00,2022-05-30T11:40:45,2022-05-30T11:44:00
Bern,IR15,2022-05-30T12:56:00,2022-05-30T12:56:13,2022-05-30T13:00:00
Lausanne,IC5,,,2022-05-30T13:15:00
Bern,IR15,2022-05-30T13:56:00,2022-05-30T13:57:01,2022-05-30T14:00:00
Bern,IR15,2022-05-30T15:00:00,2022-05-30T15:01:16,2022-05-30T15:04:00
Lausanne,IR15,2022-05-30T15:41:00,2022-05-30T15:44:12,2022-05-30T15:44:00
Lausanne,IC5,,,2022-05-30T16:15:00
Lausanne,IR15,2022-05-30T16:41:00,2022-05-30T16:39:44,2022-05-30T16:44:00
Bern,IR15,2022-05-30T17:56:00,2022-05-30T17:59:02,2022-05-30T18:00:00
Lausanne,IC5,2022-05-30T22:45:00,2022-05-30T22:46:20,
Lausanne,IC5,2022-05-30T23:45:00,2022-05-30T23:48:19,
Lausanne,IC,,,2022-05-30T23:15:00
Lausanne,IR15,2022-05-30T18:41:00,2022-05-30T18:41:45,2022-05-30T18:44:00
Bern,IR15,2022-05-30T19:56:00,2022-05-30T19:55:24,2022-05-30T20:00:00
Basel SBB,IC51,,,2022-05-30T09:03:00
Basel SBB,IC51,,,2022-05-30T12:03:00
Bern,IR15,2022-05-30T21:56:00,2022-05-30T21:58:10,2022-05-30T22:00:00
Bern,IR15,2022-05-30T22:00:00,2022-05-30T22:04:05,2022-05-30T22:04:00
Lausanne,IR15,2022-05-30T23:16:00,2022-05-30T23:18:09,
Bern,IR15,2022-05-30T23:00:00,2022-05-30T23:00:08,2022-05-30T23:08:00
Basel SBB,IC51,,,2022-05-30T21:03:00
Lausanne,IR15,,,2022-05-30T23:44:00
Basel SBB,S,,,2022-05-30T17:26:00
Lausanne,IR90,2022-05-30T08:39:00,2022-05-30T08:39:09,2022-05-30T08:48:00
Basel SBB,S,,,2022-05-30T17:14:00
Basel SBB,S1,,,2022-05-30T05:50:00
Basel SBB,S1,2022-05-30T08:41:00,2022-05-30T08:49:28,
Basel SBB,S1,,,2022-05-30T09:20:00
Basel SBB,S1,2022-05-30T10:41:00,2022-05-30T10:42:05,
Lausanne,IR90,2022-05-30T11:39:00,2022-05-30T11:39:06,2022-05-30T11:48:00
Basel SBB,S1,,2022-05-30T13:43:47,
Lausanne,IR90,2022-05-30T10:12:00,2022-05-30T10:11:20,2022-05-30T10:21:00
Basel SBB,S1,2022-05-30T18:41:00,2022-05-30T18:42:00,
Basel SBB,S1,,,2022-05-30T23:20:00
Basel SBB,S1,2022-05-31T00:41:00,2022-05-31T00:40:07,
Lausanne,IR90,2022-05-30T14:39:00,2022-05-30T14:42:38,2022-05-30T14:48:00
Basel SBB,S1,,,2022-05-30T04:59:00
Basel SBB,S1,,,2022-05-30T06:50:00
Basel SBB,S1,,,2022-05-30T13:50:00
Basel SBB,S1,,,2022-05-30T16:50:00
Basel SBB,S1,,,2022-05-30T17:50:00
Basel SBB,S1,2022-05-30T20:11:00,2022-05-30T20:09:56,
Basel SBB,S1,2022-05-30T21:11:00,2022-05-30T21:09:18,
Lausanne,IR90,2022-05-30T18:39:00,2022-05-30T18:45:11,2022-05-30T18:48:00
Basel SBB,S1,,,2022-05-30T21:50:00
Basel SBB,S3,2022-05-30T05:56:00,2022-05-30T05:55:16,2022-05-30T06:06:00
Basel SBB,S3,2022-05-30T06:50:00,2022-05-30T06:53:43,2022-05-30T07:01:00
Basel SBB,S3,2022-05-30T08:27:00,2022-05-30T08:32:45,2022-05-30T08:37:00
Basel SBB,S3,2022-05-30T08:56:00,2022-05-30T08:58:19,2022-05-30T09:06:00
Basel SBB,S3,2022-05-30T09:50:00,2022-05-30T09:51:51,2022-05-30T10:01:00
Basel SBB,S3,,2022-05-30T10:22:30,2022-05-30T10:31:00
Basel SBB,S3,2022-05-30T11:50:00,2022-05-30T11:49:49,2022-05-30T12:01:00
Basel SBB,S3,2022-05-30T13:23:00,2022-05-30T13:23:20,2022-05-30T13:31:00
Basel SBB,S3,2022-05-30T14:27:00,2022-05-30T14:27:23,2022-05-30T14:37:00
Basel SBB,S3,2022-05-30T16:27:00,2022-05-30T16:27:30,2022-05-30T16:37:00
Lausanne,IR90,2022-05-30T22:39:00,2022-05-30T22:38:57,
Basel SBB,ICE,,,2022-05-30T16:13:00
Basel SBB,ICE,2022-05-30T11:47:00,2022-05-30T12:22:30,2022-05-30T11:56:00
Basel SBB,ICE,2022-05-30T12:01:00,,2022-05-30T12:13:00
Lausanne,IR90,2022-05-30T21:12:00,2022-05-30T21:11:39,2022-05-30T21:21:00
Basel SBB,IR,,,2022-05-30T22:56:00
Basel SBB,IR27,2022-05-30T21:47:00,2022-05-30T21:45:54,
Basel SBB,S3,2022-05-30T20:50:00,2022-05-30T20:50:42,2022-05-30T21:01:00
