Stop,Line,Arrival,Arrival_predicted,Departure
Basel SBB,IR27,,,2022-05-30T16:14:00
Basel SBB,S3,2022-05-31T01:01:00,2022-05-31T01:00:17,
Basel SBB,IC51,2022-05-30T23:58:00,2022-05-30T23:58:46,
Basel SBB,S3,,2022-05-30T22:55:55,2022-05-30T23:06:00
Basel SBB,S,2022-05-30T07:17:00,2022-05-30T07:17:57,
Basel SBB,NJ,2022-05-30T22:57:00,2022-05-30T22:59:20,
Basel SBB,IR36,2022-05-30T07:49:00,2022-05-30T07:51:24,
Basel SBB,IR37,2022-05-30T08:18:00,2022-05-30T08:28:02,
Basel SBB,IR37,,,2022-05-30T05:42:00
Basel SBB,IR37,2022-05-30T10:18:00,2022-05-30T10:13:11,
Lausanne,EC,2022-05-30T06:14:00,2022-05-30T06:14:08,2022-05-30T06:18:00
Basel SBB,IR37,2022-05-30T14:18:00,2022-05-30T14:15:14,
Basel SBB,IR37,,,2022-05-30T11:42:00
Basel SBB,IR37,2022-05-30T19:18:00,2022-05-30T19:19:22,
Basel SBB,IR37,2022-05-30T21:18:00,2022-05-30T21:21:46,
Basel SBB,IR37,2022-05-30T23:18:00,2022-05-30T23:12:59,
Basel SBB,IR37,,,2022-05-30T21:42:00
Lausanne,IR,2022-05-30T05:37:00,2022-05-30T05:36:16,2022-05-30T05:47:00
Lausanne,IR90,2022-05-30T06:47:00,2022-05-30T06:48:02,2022-05-30T06:50:00
Lausanne,IR90,2022-05-30T08:10:00,2022-05-30T08:11:09,2022-05-30T08:13:00
Lausanne,IR90,2022-05-30T08:47:00,2022-05-30T08:47:18,2022-05-30T08:50:00
Lausanne,IR90,2022-05-30T10:10:00,2022-05-30T10:09:49,2022-05-30T10:13:00
Lausanne,IR90,2022-05-30T13:10:00,2022-05-30T13:10:00,2022-05-30T13:13:00
Lausanne,EC,2022-05-30T16:42:00,2022-05-30T16:56:11,2022-05-30T16:45:00
Lausanne,IR90,2022-05-30T14:10:00,2022-05-30T14:09:33,2022-05-30T14:13:00
Basel SBB,ICE,2022-05-30T19:47:00,2022-05-30T20:18:40,2022-05-30T19:56:00
Bern,ICE,2022-05-30T20:56:00,,2022-05-30T21:07:00
Lausanne,IR90,2022-05-30T16:10:00,2022-05-30T16:08:20,2022-05-30T16:13:00
Lausanne,IR90,2022-05-30T16:47:00,,2022-05-30T16:50:00
Basel SBB,ICE,2022-05-30T09:47:00,,
Lausanne,IC5,,,2022-05-30T05:42:00
Basel SBB,EC,2022-05-30T10:55:00,2022-05-30T11:28:58,2022-05-30T11:02:00
Basel SBB,RE,,,2022-05-30T18:28:00
Lausanne,IR90,2022-05-30T22:10:00,2022-05-30T22:10:18,2022-05-30T22:13:00
Basel SBB,IC3,2022-05-30T07:28:00,,
Bern,EC,2022-05-30T21:24:00,,2022-05-30T21:36:00
Basel SBB,IC3,,,2022-05-30T11:33:00
Basel SBB,IC3,,,2022-05-30T14:33:00
Lausanne,IR90,2022-05-30T21:47:00,2022-05-30T21:48:17,2022-05-30T21:50:00
Basel SBB,EC,,,2022-05-30T17:28:00
Lausanne,RE,2022-05-30T07:38:00,2022-05-30T07:39:30,2022-05-30T07:41:00
Lausanne,RE,2022-05-30T10:19:00,2022-05-30T10:17:55,2022-05-30T10:21:00
Basel SBB,IC21,2022-05-30T08:56:00,,
Basel SBB,ICE,,,2022-05-30T19:56:00
Bern,ICE,2022-05-30T20:56:00,,2022-05-30T21:07:00
Lausanne,IC1,2022-05-30T07:40:00,2022-05-30T07:41:09,2022-05-30T07:43:00
Lausanne,IC1,2022-05-30T06:17:00,2022-05-30T06:18:36,2022-05-30T06:20:00
Bern,IC1,2022-05-30T07:26:00,2022-05-30T07:27:21,2022-05-30T07:31:00
Lausanne,IC1,2022-05-30T09:40:00,2022-05-30T09:39:31,2022-05-30T09:43:00
Basel SBB,ICE,,,2022-05-30T13:06:00
Bern,IC1,2022-05-30T10:28:00,2022-05-30T10:28:45,2022-05-30T10:34:00
Bern,IC1,2022-05-30T10:26:00,2022-05-30T10:25:19,2022-05-30T10:31:00
Lausanne,IC1,2022-05-30T11:17:00,2022-05-30T11:16:11,2022-05-30T11:20:00
Bern,IC1,2022-05-30T13:28:00,2022-05-30T13:29:38,2022-05-30T13:34:00
Lausanne,IC1,2022-05-30T12:17:00,2022-05-30T12:18:11,2022-05-30T12:20:00
Bern,IC1,2022-05-30T15:28:00,2022-05-30T15:28:53,2022-05-30T15:34:00
Lausanne,IC1,2022-05-30T17:40:00,2022-05-30T17:39:51,2022-05-30T17:43:00
Lausanne,IC1,2022-05-30T16:17:00,,2022-05-30T16:20:00
Bern,IC1,,2022-05-30T18:30:13,2022-05-30T18:34:00
Bern,IC1,2022-05-30T19:28:00,2022-05-30T19:28:06,2022-05-30T19:34:00
Lausanne,IC1,2022-05-30T20:40:00,2022-05-30T20:40:09,2022-05-30T20:43:00
Bern,IC1,2022-05-30T21:26:00,2022-05-30T21:28:38,2022-05-30T21:31:00
Lausanne,IC1,2022-05-30T21:17:00,2022-05-30T21:18:56,2022-05-30T21:20:00
Basel SBB,ICE,2022-05-30T08:53:00,,2022-05-30T09:06:00
Basel SBB,IC3,2022-05-30T07:53:00,,
Basel SBB,IC3,,,2022-05-30T14:06:00
Basel SBB,IC3,2022-05-30T18:53:00,,
Basel SBB,ICE,2022-05-30T20:55:00,2022-05-30T21:19:22,2022-05-30T21:06:00
Bern,IC8,2022-05-30T06:54:00,2022-05-30T06:55:00,2022-05-30T07:02:00
Bern,IC8,2022-05-30T15:58:00,2022-05-30T15:59:36,2022-05-30T16:07:00
Bern,IC8,2022-05-30T15:54:00,2022-05-30T15:56:33,2022-05-30T16:02:00
Bern,IC8,2022-05-30T17:58:00,2022-05-30T18:03:35,2022-05-30T18:07:00
Bern,IC8,2022-05-30T23:02:00,2022-05-30T23:03:06,
Bern,IC8,,,2022-05-30T23:02:00
Bern,IC8,,,2022-05-31T00:02:00
Basel SBB,TGV,2022-05-30T15:26:00,2022-05-30T15:26:06,2022-05-30T15:33:00
Basel SBB,TGV,2022-05-30T17:26:00,2022-05-30T17:26:04,
Lausanne,TGV,2022-05-30T11:52:00,2022-05-30T11:49:34,
Lausanne,TGV,,,2022-05-30T07:23:00
Lausanne,TGV,,,2022-05-30T12:23:00
Lausanne,TGV,2022-05-30T15:36:00,2022-05-30T15:39:10,
Basel SBB,IC61,2022-05-30T09:01:00,,
Bern,IC61,2022-05-30T08:56:00,,
Basel SBB,TER,2022-05-30T06:50:00,2022-05-30T06:53:01,
Basel SBB,TER,,,2022-05-30T15:38:00
Basel SBB,IR36,2022-05-30T10:48:00,,
Basel SBB,IR36,,,2022-05-30T09:11:00
Basel SBB,IR36,,,2022-05-30T11:11:00
Basel SBB,IR36,2022-05-30T13:48:00,,
Basel SBB,IR36,,,2022-05-30T13:11:00
Basel SBB,IR36,2022-05-30T17:48:00,,
Basel SBB,IR36,,,2022-05-30T16:11:00
Basel SBB,IR36,2022-05-30T20:48:00,,
Basel SBB,IR36,,,2022-05-30T21:11:00
Basel SBB,IR36,,,2022-05-30T22:11:00
Basel SBB,IR36,,,2022-05-30T05:37:00
Basel SBB,IR36,,,2022-05-30T06:37:00
Lausanne,S2,2022-05-30T10:59:00,2022-05-30T10:58:52,2022-05-30T11:01:00
Lausanne,S2,2022-05-30T12:59:00,2022-05-30T12:58:33,2022-05-30T13:01:00
Lausanne,S2,2022-05-30T13:59:00,2022-05-30T13:59:54,2022-05-30T14:01:00
Lausanne,S2,2022-05-30T14:59:00,2022-05-30T14:58:09,2022-05-30T15:01:00
Lausanne,S2,,2022-05-30T15:00:26,2022-05-30T15:01:00
Lausanne,S2,2022-05-30T17:59:00,2022-05-30T17:58:54,2022-05-30T18:01:00
Lausanne,S2,2022-05-30T19:59:00,2022-05-30T19:58:17,2022-05-30T20:01:00
Lausanne,S2,2022-05-30T19:59:00,2022-05-30T19:58:29,2022-05-30T20:01:00
Lausanne,S2,,,2022-05-30T23:01:00
Lausanne,S2,2022-05-31T00:49:00,2022-05-31T00:48:06,
Lausanne,S3,,,2022-05-30T12:26:00
Lausanne,S3,2022-05-30T17:32:00,2022-05-30T17:31:31,
Lausanne,S3,2022-05-30T23:32:00,2022-05-30T23:33:05,
Lausanne,S4,2022-05-31T00:02:00,2022-05-31T00:01:17,2022-05-31T00:04:00
Lausanne,S4,,,2022-05-30T04:58:00
Lausanne,S4,2022-05-30T05:55:00,2022-05-30T05:57:22,2022-05-30T05:58:00
Lausanne,S4,2022-05-30T09:02:00,2022-05-30T09:00:49,2022-05-30T09:04:00
Lausanne,S4,2022-05-30T10:02:00,2022-05-30T10:00:47,2022-05-30T10:04:00
Lausanne,S4,2022-05-30T09:55:00,2022-05-30T09:55:20,2022-05-30T09:58:00
Lausanne,S4,2022-05-30T17:02:00,2022-05-30T17:03:09,2022-05-30T17:04:00
Lausanne,S4,2022-05-30T16:55:00,2022-05-30T16:56:30,2022-05-30T16:58:00
Lausanne,S4,2022-05-30T17:55:00,2022-05-30T17:56:13,2022-05-30T17:58:00
Lausanne,S4,2022-05-30T22:02:00,2022-05-30T22:00:46,2022-05-30T22:04:00
Lausanne,S4,2022-05-30T21:55:00,2022-05-30T21:56:43,2022-05-30T21:58:00
Lausanne,S4,2022-05-30T23:02:00,2022-05-30T23:00:31,2022-05-30T23:04:00
Lausanne,S4,2022-05-30T22:55:00,2022-05-30T22:55:14,2022-05-30T22:58:00
Lausanne,S5,,,2022-05-30T05:30:00
Lausanne,S5,,,2022-05-30T05:30:00
Lausanne,S5,2022-05-30T06:28:00,2022-05-30T06:28:11,2022-05-30T06:30:00
Lausanne,S5,2022-05-30T08:28:00,2022-05-30T08:28:16,2022-05-30T08:30:00
Lausanne,S5,2022-05-30T11:28:00,2022-05-30T11:27:35,2022-05-30T11:30:00
Lausanne,S5,2022-05-30T12:28:00,2022-05-30T12:28:34,2022-05-30T12:30:00
Lausanne,S5,2022-05-30T12:28:00,2022-05-30T12:27:47,2022-05-30T12:30:00
Lausanne,S5,2022-05-30T13:28:00,2022-05-30T13:28:12,2022-05-30T13:30:00
Lausanne,S5,2022-05-30T14:28:00,2022-05-30T14:28:19,2022-05-30T14:30:00
Lausanne,S5,,2022-05-30T15:31:18,2022-05-30T15:30:00
Lausanne,S5,2022-05-30T17:28:00,2022-05-30T17:27:01,2022-05-30T17:30:00
Lausanne,S5,2022-05-30T18:28:00,2022-05-30T18:28:20,2022-05-30T18:30:00
Lausanne,S5,2022-05-30T19:28:00,2022-05-30T19:29:36,2022-05-30T19:30:00
Lausanne,S5,2022-05-30T21:28:00,2022-05-30T21:28:47,2022-05-30T21:30:00
Lausanne,S5,2022-05-30T22:28:00,2022-05-30T22:28:40,2022-05-30T22:30:00
Lausanne,S5,,,2022-05-30T23:30:00
Basel SBB,IR27,2022-05-30T09:47:00,,
Lausanne,S6,2022-05-30T08:27:00,2022-05-30T08:27:55,
Lausanne,S6,,2022-05-30T10:27:08,
Basel SBB,IR27,2022-05-30T11:45:00,,
Lausanne,S6,2022-05-30T16:27:00,2022-05-30T16:28:29,
Basel SBB,IR27,,,2022-05-30T10:16:00
Lausanne,S6,2022-05-30T20:27:00,2022-05-30T20:25:48,
Basel SBB,IR27,,,2022-05-30T14:16:00
Basel SBB,IR27,,,2022-05-30T17:16:00
Basel SBB,IR27,,,2022-05-30T21:16:00
Lausanne,S9,,,2022-05-30T08:13:00
Lausanne,S9,,,2022-05-30T10:13:00
Lausanne,S9,,,2022-05-30T13:13:00
Lausanne,S9,2022-05-30T16:48:00,2022-05-30T16:48:06,
Lausanne,S9,,,2022-05-30T20:13:00
Lausanne,S9,2022-05-30T20:48:00,2022-05-30T20:47:33,
Lausanne,IR15,2022-05-30T06:16:00,2022-05-30T06:19:03,2022-05-30T06:19:00
Bern,IR15,,,2022-05-30T06:04:00
Bern,IR15,2022-05-30T09:00:00,2022-05-30T09:01:16,2022-05-30T09:04:00
Lausanne,IR15,2022-05-30T10:16:00,2022-05-30T10:15:54,2022-05-30T10:19:00
Bern,IR15,2022-05-30T11:00:00,2022-05-30T11:00:45,2022-05-30T11:04:00
Lausanne,IR15,2022-05-30T16:16:00,2022-05-30T16:15:25,2022-05-30T16:19:00
Lausanne,IR15,2022-05-30T18:16:00,2022-05-30T18:16:18,2022-05-30T18:19:00
Lausanne,IR15,2022-05-30T17:41:00,2022-05-30T17:40:55,2022-05-30T17:44:00
Lausanne,IR15,2022-05-30T21:16:00,2022-05-30T21:16:45,
Bern,IR15,2022-05-30T22:56:00,2022-05-30T22:55:06,2022-05-30T23:00:00
Bern,IR15,2022-05-30T23:56:00,2022-05-30T23:58:04,
Basel SBB,ICE,,,2022-05-30T14:13:00
Bern,ICE,2022-05-30T10:52:00,,2022-05-30T11:04:00
Basel SBB,EXT,,,2022-05-30T16:13:00
Basel SBB,IR27,2022-05-30T08:47:00,2022-05-30T08:52:48,
Basel SBB,IR27,,,2022-05-30T13:14:00
Basel SBB,IR27,2022-05-30T18:47:00,2022-05-30T18:46:35,
Basel SBB,IR27,,,2022-05-30T20:14:00
Basel SBB,IR37,2022-05-30T07:20:00,2022-05-30T07:20:05,
Basel SBB,IR36,2022-05-30T11:49:00,2022-05-30T11:48:39,
Basel SBB,IR36,2022-05-30T12:49:00,2022-05-30T12:48:07,
Basel SBB,IR36,2022-05-30T13:49:00,2022-05-30T13:52:15,
Basel SBB,IR36,2022-05-30T15:49:00,2022-05-30T15:50:02,
Basel SBB,IR37,2022-05-30T09:18:00,2022-05-30T09:18:35,
Basel SBB,IR37,2022-05-30T15:18:00,2022-05-30T15:14:14,
Basel SBB,IR37,,,2022-05-30T12:42:00
Basel SBB,IR37,2022-05-30T16:18:00,2022-05-30T16:14:06,
Basel SBB,IR37,,,2022-05-30T14:42:00
Basel SBB,IR37,,,2022-05-30T15:42:00
Basel SBB,IR37,,,2022-05-30T16:42:00
Basel SBB,IR37,,,2022-05-30T20:42:00
Basel SBB,IR37,2022-05-31T00:18:00,2022-05-31T00:16:21,
Bern,IC61,2022-05-30T08:26:00,,2022-05-30T08:34:00
Bern,IC6,,,2022-05-30T22:36:00
Lausanne,RE,2022-05-30T07:31:00,2022-05-30T07:32:42,
Lausanne,RE,,,2022-05-30T17:26:00
Lausanne,EC,2022-05-30T08:14:00,2022-05-30T08:16:49,2022-05-30T08:18:00
Bern,ICE,2022-05-30T06:52:00,,2022-05-30T07:04:00
Basel SBB,ICE,,,2022-05-30T06:06:00
Bern,ICE,2022-05-30T15:52:00,,2022-05-30T16:04:00
Basel SBB,ICE,2022-05-30T23:55:00,2022-05-31T00:01:03,
Basel SBB,NJ,2022-05-30T07:20:00,2022-05-30T07:20:03,2022-05-30T07:48:00
Basel SBB,EC,,,2022-05-30T06:28:00
Basel SBB,EC,,,2022-05-30T10:28:00
Basel SBB,EC,2022-05-30T15:35:00,2022-05-30T16:00:16,2022-05-30T15:41:00
Basel SBB,RE,,,2022-05-30T16:28:00
Basel SBB,RE7,2022-05-30T16:19:00,2022-05-30T16:20:28,
Basel SBB,RE7,,2022-05-30T18:17:41,
Bern,EC,2022-05-30T18:24:00,,2022-05-30T18:36:00
Basel SBB,IC3,,,2022-05-30T06:33:00
Basel SBB,IC3,2022-05-30T11:28:00,,
Basel SBB,EC,2022-05-30T14:01:00,,2022-05-30T14:27:00
Basel SBB,ICE,2022-05-30T14:53:00,,2022-05-30T15:06:00
Lausanne,IC1,2022-05-30T06:40:00,2022-05-30T06:39:35,2022-05-30T06:43:00
Bern,IC1,2022-05-30T06:28:00,2022-05-30T06:28:48,2022-05-30T06:34:00
Bern,IC8,2022-05-30T07:58:00,2022-05-30T07:59:25,2022-05-30T08:07:00
Bern,IC1,2022-05-30T08:26:00,2022-05-30T08:26:03,2022-05-30T08:31:00
Bern,IC1,2022-05-30T09:28:00,2022-05-30T09:30:22,2022-05-30T09:34:00
Lausanne,IC1,2022-05-30T10:40:00,2022-05-30T10:40:10,2022-05-30T10:43:00
Bern,IC1,2022-05-30T09:26:00,2022-05-30T09:29:44,2022-05-30T09:31:00
Lausanne,IC1,2022-05-30T10:17:00,2022-05-30T10:16:28,2022-05-30T10:20:00
Lausanne,IC1,2022-05-30T14:40:00,2022-05-30T14:41:31,2022-05-30T14:43:00
Bern,IC1,,2022-05-30T13:24:37,2022-05-30T13:31:00
Bern,IC1,2022-05-30T14:28:00,2022-05-30T14:28:57,2022-05-30T14:34:00
Lausanne,IC1,2022-05-30T13:17:00,2022-05-30T13:16:40,2022-05-30T13:20:00
Bern,IC1,2022-05-30T14:26:00,2022-05-30T14:24:52,2022-05-30T14:31:00
Lausanne,IC1,,2022-05-30T14:17:10,2022-05-30T14:20:00
Bern,IC1,2022-05-30T15:26:00,2022-05-30T15:25:41,2022-05-30T15:31:00
Lausanne,IC1,2022-05-30T15:17:00,,2022-05-30T15:20:00
Lausanne,IC1,2022-05-30T17:17:00,2022-05-30T17:16:29,2022-05-30T17:20:00
Bern,IC1,2022-05-30T21:28:00,2022-05-30T21:29:07,2022-05-30T21:34:00
Basel SBB,ICE,2022-05-30T10:53:00,,2022-05-30T11:06:00
Basel SBB,ICE,2022-05-30T16:55:00,2022-05-30T17:36:09,2022-05-30T17:06:00
Basel SBB,IC3,,,2022-05-30T18:06:00
Basel SBB,ICE,2022-05-30T06:57:00,2022-05-30T06:57:40,
Bern,IC8,2022-05-30T06:58:00,2022-05-30T06:58:37,2022-05-30T07:07:00
Bern,IC8,2022-05-30T07:58:00,,2022-05-30T08:07:00
Bern,IC8,2022-05-30T09:54:00,2022-05-30T09:56:30,2022-05-30T10:02:00
Bern,IC8,2022-05-30T11:54:00,2022-05-30T11:52:57,2022-05-30T12:02:00
Bern,IC8,2022-05-30T13:58:00,2022-05-30T13:59:34,2022-05-30T14:07:00
Bern,IC8,2022-05-30T14:58:00,2022-05-30T14:59:23,2022-05-30T15:07:00
Bern,IC8,2022-05-30T13:54:00,2022-05-30T13:54:05,2022-05-30T14:02:00
Bern,IC8,2022-05-30T14:54:00,2022-05-30T14:54:37,2022-05-30T15:02:00
Bern,IC8,,2022-05-30T16:58:35,2022-05-30T17:07:00
Bern,IC8,2022-05-30T18:58:00,2022-05-30T19:00:01,2022-05-30T19:07:00
Bern,IC8,2022-05-30T21:58:00,2022-05-30T22:01:27,
Bern,IC8,2022-05-30T20:54:00,2022-05-30T20:55:42,2022-05-30T21:02:00
Bern,IC8,,,2022-05-30T22:02:00
Bern,IC8,2022-05-31T00:02:00,2022-05-31T00:04:45,
Lausanne,RE,2022-05-30T16:19:00,2022-05-30T16:19:07,2022-05-30T16:21:00
Lausanne,RE,,,2022-05-30T21:21:00
Lausanne,RE,2022-05-30T06:08:00,2022-05-30T06:08:05,2022-05-30T06:11:00
Lausanne,RE,,2022-05-30T08:47:44,2022-05-30T08:51:00
Lausanne,RE,2022-05-30T08:08:00,2022-05-30T08:11:36,2022-05-30T08:11:00
Lausanne,RE,2022-05-30T09:08:00,2022-05-30T09:11:16,2022-05-30T09:11:00
Lausanne,RE,2022-05-30T11:49:00,2022-05-30T11:46:38,2022-05-30T11:51:00
Lausanne,RE,2022-05-30T13:08:00,2022-05-30T13:07:33,2022-05-30T13:11:00
Lausanne,RE,2022-05-30T19:08:00,2022-05-30T19:07:49,2022-05-30T19:11:00
Lausanne,RE,,2022-05-30T20:07:59,2022-05-30T20:11:00
Lausanne,IR,2022-05-30T07:04:00,2022-05-30T07:03:48,2022-05-30T07:08:00
Basel SBB,IR36,,,2022-05-30T19:37:00
Bern,IR16,2022-05-30T08:24:00,2022-05-30T08:23:48,
Bern,IR16,2022-05-30T16:24:00,2022-05-30T16:23:43,
Bern,IR16,2022-05-30T20:24:00,2022-05-30T20:23:19,
Bern,IR16,,,2022-05-30T19:33:00
Bern,IR16,2022-05-30T22:24:00,2022-05-30T22:22:57,
Basel SBB,IR37,2022-05-30T06:13:00,,
Basel SBB,IR37,,,2022-05-30T07:43:00
Basel SBB,IR37,2022-05-30T11:13:00,,
Basel SBB,IR37,,,2022-05-30T10:43:00
Basel SBB,IR37,,,2022-05-30T11:43:00
Basel SBB,IR37,,,2022-05-30T13:43:00
Basel SBB,IR37,,,2022-05-30T19:43:00
Basel SBB,IR37,,,2022-05-30T21:43:00
Basel SBB,IR36,2022-05-30T09:24:00,2022-05-30T09:25:06,
Basel SBB,IR36,,,2022-05-30T08:37:00
Basel SBB,IR36,2022-05-30T13:24:00,2022-05-30T13:23:06,
Basel SBB,IR36,2022-05-30T14:24:00,2022-05-30T14:23:38,
Basel SBB,IR36,2022-05-30T15:24:00,2022-05-30T15:22:38,
Basel SBB,IR36,,,2022-05-30T16:37:00
Basel SBB,IR36,,,2022-05-30T17:37:00
Basel SBB,TER,,,2022-05-30T16:08:00
Basel SBB,TER,,,2022-05-30T16:39:00
Basel SBB,TER,,,2022-05-30T17:08:00
Basel SBB,TER,2022-05-30T18:50:00,2022-05-30T18:51:18,
Basel SBB,TER,2022-05-30T19:20:00,2022-05-30T19:20:33,
Basel SBB,TER,,,2022-05-30T21:38:00
Basel SBB,TER,,,2022-05-30T22:38:00
Bern,IC61,,,2022-05-30T09:04:00
Basel SBB,IC61,2022-05-30T10:01:00,,
Basel SBB,TER,2022-05-30T06:38:00,2022-05-30T06:39:44,
Basel SBB,TER,,,2022-05-30T05:37:00
Basel SBB,TER,2022-05-30T11:08:00,2022-05-30T11:10:35,
Basel SBB,TER,,,2022-05-30T10:21:00
Basel SBB,TER,2022-05-30T15:08:00,2022-05-30T15:10:20,
Basel SBB,TER,2022-05-30T20:08:00,2022-05-30T20:09:48,
Basel SBB,TER,,,2022-05-30T20:21:00
Basel SBB,TER,2022-05-30T11:38:00,2022-05-30T11:39:52,
Basel SBB,TER,2022-05-30T14:40:00,2022-05-30T14:40:45,
Basel SBB,TER,2022-05-30T07:08:00,,
Basel SBB,TER,,,2022-05-30T14:51:00
Basel SBB,TER,,,2022-05-30T13:21:00
Bern,IC61,2022-05-30T11:52:00,,2022-05-30T12:04:00
Bern,IC61,2022-05-30T13:52:00,,2022-05-30T14:04:00
Lausanne,TGV,2022-05-30T10:14:00,,
Lausanne,TGV,,,2022-05-30T13:45:00
Bern,IC61,2022-05-30T16:52:00,,2022-05-30T17:04:00
Bern,IC61,2022-05-30T17:52:00,,2022-05-30T18:04:00
Basel SBB,IC61,2022-05-30T21:01:00,,
Bern,IC61,2022-05-30T21:56:00,,2022-05-30T22:07:00
Basel SBB,IC61,,,2022-05-30T21:56:00
Bern,IC61,2022-05-30T22:56:00,,2022-05-30T23:08:00
Basel SBB,IR36,,,2022-05-30T07:37:00
Basel SBB,IR36,2022-05-30T11:24:00,2022-05-30T11:24:35,
Basel SBB,IR36,,,2022-05-30T11:37:00
Basel SBB,IR36,2022-05-30T16:24:00,2022-05-30T16:23:22,
Basel SBB,IR,,,2022-05-30T22:58:00
Bern,IR35,,,2022-05-30T22:33:00
Bern,IR35,,,2022-05-30T15:38:00
Bern,IR35,,,2022-05-30T17:38:00
Lausanne,SN,2022-05-30T01:34:00,2022-05-30T01:33:59,
Lausanne,S1,,,2022-05-30T05:54:00
Lausanne,S1,2022-05-30T07:05:00,2022-05-30T07:04:12,
Lausanne,S1,,,2022-05-30T06:54:00
Lausanne,S1,,,2022-05-30T10:54:00
Lausanne,S1,,,2022-05-30T11:54:00
Lausanne,S1,2022-05-30T17:05:00,2022-05-30T17:05:24,
Lausanne,S1,,,2022-05-30T16:54:00
Lausanne,S1,2022-05-30T20:05:00,2022-05-30T20:04:24,
Lausanne,S1,,,2022-05-30T20:54:00
Lausanne,S1,2022-05-30T22:05:00,2022-05-30T22:03:19,
Lausanne,S1,,,2022-05-30T22:54:00
Lausanne,S1,2022-05-31T01:15:00,2022-05-31T01:14:41,
Basel SBB,TGV,2022-05-30T08:28:00,,2022-05-30T06:30:00
Basel SBB,TGV,2022-05-30T13:26:00,2022-05-30T13:25:47,2022-05-30T13:33:00
Basel SBB,TGV,2022-05-30T19:26:00,2022-05-30T19:27:05,2022-05-30T19:33:00
Basel SBB,TGV,2022-05-30T18:28:00,,2022-05-30T18:34:00
Bern,IC61,,,2022-05-30T08:04:00
Bern,IC61,2022-05-30T07:52:00,2022-05-30T07:52:17,
Bern,IC61,,,2022-05-30T09:04:00
Bern,IC61,2022-05-30T08:52:00,2022-05-30T08:53:51,
Basel SBB,IC61,,,2022-05-30T06:56:00
Bern,IC61,2022-05-30T07:56:00,,
Basel SBB,IC61,,,2022-05-30T07:56:00
Basel SBB,TER,,,2022-05-30T06:38:00
Basel SBB,TER,,,2022-05-30T11:38:00
Basel SBB,TER,2022-05-30T09:50:00,2022-05-30T09:55:17,
Basel SBB,TER,,,2022-05-30T19:38:00
Basel SBB,TER,2022-05-30T20:50:00,2022-05-30T20:51:46,
Basel SBB,TER,,,2022-05-30T09:08:00
Basel SBB,TER,2022-05-30T08:40:00,2022-05-30T08:44:43,
Basel SBB,TER,,,2022-05-30T06:51:00
Basel SBB,TER,,,2022-05-30T07:21:00
Basel SBB,TER,,,2022-05-30T08:21:00
Basel SBB,TER,,,2022-05-30T08:51:00
Basel SBB,TER,,,2022-05-30T12:21:00
Basel SBB,TER,,,2022-05-30T14:21:00
Basel SBB,TER,2022-05-30T18:08:00,2022-05-30T18:07:55,
Basel SBB,TER,2022-05-30T10:40:00,2022-05-30T10:40:15,
Basel SBB,TER,2022-05-30T12:40:00,2022-05-30T12:45:00,
Basel SBB,TER,,,2022-05-30T21:51:00
Basel SBB,TER,2022-05-30T16:40:00,2022-05-30T16:41:08,
Basel SBB,TER,,,2022-05-30T18:51:00
Basel SBB,IC61,,,2022-05-30T09:56:00
Bern,IC61,2022-05-30T10:56:00,,2022-05-30T11:04:00
Basel SBB,IC61,2022-05-30T13:01:00,,
